datetime,opt50Code,opt300Code,share50,share300,inOpt50Price,outOpt50Price,inOpt300Price,outOpt300Price,profit50,profit300,profit total
2020-04-24,OP10002438,OP10002465,-11161.399129173396,-10000,0.05860000103712082,0.006500000134110451,0.1088000014424324,0.032499998807907104,581.5089047087931,763.000026345253,-218.80886699565295
2020-04-27,OP10002438,OP10002465,-11161.399129173396,-10000,0.06669999659061432,0.06669999659061432,0.08959999680519104,0.08959999680519104,-0.0,-0.0,101.5927630553429
2020-04-28,OP10002438,OP10002465,-11161.399129173396,-10000,0.0763000026345253,0.0763000026345253,0.07769999653100967,0.07769999653100967,-0.0,-0.0,11.850503643246299
2020-04-29,OP10002438,OP10002465,-11161.399129173396,-10000,0.08950000256299973,0.08950000256299973,0.06960000097751617,0.06960000097751617,-0.0,-0.0,-66.33051217182836
2020-04-30,OP10002438,OP10002465,-11161.399129173396,-10000,0.11339999735355377,0.11339999735355377,0.051600001752376556,0.051600001752376556,-0.0,-0.0,-86.75738879114249
2020-05-06,OP10002438,OP10002465,-6505.306913520212,-10000,0.10400000214576721,0.10400000214576721,0.033900000154972076,0.033900000154972076,-0.0,-0.0,281.9171143004678
2020-05-07,OP10002438,OP10002465,-6505.306913520212,-10000,0.09600000083446503,0.09600000083446503,0.03020000085234642,0.03020000085234642,-0.0,-0.0,89.04245686484143
2020-05-08,OP10002438,OP10002465,-6505.306913520212,-10000,0.11100000143051147,0.11100000143051147,0.017799999564886093,0.017799999564886093,-0.0,-0.0,26.420405294335012
2020-05-11,OP10002438,OP10002465,-3236.6492559869826,-10000,0.1120000034570694,0.1120000034570694,0.015200000256299973,0.015200000256299973,-0.0,-0.0,19.49467298895973
2020-05-12,OP10002438,OP10002465,-3236.6492559869826,-10000,0.10909999907016754,0.10909999907016754,0.014700000174343586,0.014700000174343586,-0.0,-0.0,14.386297860788742
2020-05-13,OP10002438,OP10002465,-3236.6492559869826,-10000,0.10830000042915344,0.10830000042915344,0.012600000016391277,0.012600000016391277,-0.0,-0.0,23.589316585751966
2020-05-14,OP10002438,OP10002465,-3236.6492559869826,-10000,0.08340000361204147,0.08340000361204147,0.015699999406933784,0.015699999406933784,-0.0,-0.0,49.59256226675862
2020-05-15,OP10002438,OP10002465,-3236.6492559869826,-10000,0.07090000063180923,0.07090000063180923,0.014600000344216824,0.014600000344216824,-0.0,-0.0,51.458115972973346
2020-05-18,OP10002438,OP10002465,-3236.6492559869826,-10000,0.08640000224113464,0.08640000224113464,0.007400000002235174,0.007400000002235174,-0.0,-0.0,21.831934743196378
2020-05-19,OP10002438,OP10002465,-3236.6492559869826,-10000,0.10249999910593033,0.10249999910593033,0.00419999985024333,0.00419999985024333,-0.0,-0.0,-20.110041353915264
2020-05-20,OP10002438,OP10002465,-1272.624069094877,-10000,0.10100000351667404,0.10100000351667404,0.004900000058114529,0.004900000058114529,-0.0,-0.0,-2.1450424707618714
2020-05-21,OP10002438,OP10002465,-1272.624069094877,-10000,0.08860000222921371,0.08860000222921371,0.006599999964237213,0.006599999964237213,-0.0,-0.0,-1.2194589659973687
2020-05-22,OP10002438,OP10002465,-1272.624069094877,-10000,0.03240000084042549,0.03240000084042549,0.028699999675154686,0.028699999675154686,-0.0,-0.0,-149.4785226586373
2020-05-25,OP10002438,OP10002465,-10431.379329108759,-10000,0.03519999980926514,0.03519999980926514,0.012000000104308128,0.012000000104308128,-0.0,-0.0,163.4366496272794
2020-05-26,OP10002438,OP10002465,-6268.538124000261,-10000,0.05040000006556511,0.05040000006556511,0.0020000000949949026,0.0020000000949949026,-0.0,-0.0,-58.5569683828831
2020-04-30,OP10002440,OP10002466,-10936.77054306482,-10000,0.05339999869465828,0.05040000006556511,0.0934000015258789,0.0020000000949949026,32.810296635901025,914.00001430884,-216.48620741529027
2020-05-06,OP10002440,OP10002466,-10936.77054306482,-10000,0.04349999874830246,0.04349999874830246,0.0714000016450882,0.0714000016450882,-0.0,-0.0,328.2740265975547
2020-05-07,OP10002440,OP10002466,-10936.77054306482,-10000,0.03610000014305115,0.03610000014305115,0.06719999760389328,0.06719999760389328,-0.0,-0.0,122.93212717658247
2020-05-08,OP10002440,OP10002466,-10936.77054306482,-10000,0.041099999099969864,0.041099999099969864,0.04360000044107437,0.04360000044107437,-0.0,-0.0,181.31613032080566
2020-05-11,OP10002440,OP10002466,-10936.77054306482,-10000,0.04039999842643738,0.04039999842643738,0.0406000018119812,0.0406000018119812,-0.0,-0.0,37.65573303734733
2020-05-12,OP10002440,OP10002466,-10936.77054306482,-10000,0.037300001829862595,0.037300001829862595,0.041200000792741776,0.041200000792741776,-0.0,-0.0,27.90396165341454
2020-05-13,OP10002440,OP10002466,-10936.77054306482,-10000,0.03610000014305115,0.03610000014305115,0.034299999475479126,0.034299999475479126,-0.0,-0.0,82.12415627257403
2020-05-14,OP10002440,OP10002466,-10936.77054306482,-10000,0.022299999371170998,0.022299999371170998,0.044199999421834946,0.044199999421834946,-0.0,-0.0,51.9274424726124
2020-05-15,OP10002440,OP10002466,-10936.77054306482,-10000,0.015799999237060547,0.015799999237060547,0.04800000041723251,0.04800000041723251,-0.0,-0.0,33.08900004268088
2020-05-18,OP10002440,OP10002466,-23145.573510373004,-10000,0.017799999564886093,0.017799999564886093,0.03189999982714653,0.03189999982714653,-0.0,-0.0,139.1264612293774
2020-05-19,OP10002440,OP10002466,-23145.573510373004,-10000,0.02410000003874302,0.02410000003874302,0.019300000742077827,0.019300000742077827,-0.0,-0.0,-19.8171332323532
2020-05-20,OP10002440,OP10002466,-8741.62097026889,-10000,0.02250000089406967,0.02250000089406967,0.022600000724196434,0.022600000724196434,-0.0,-0.0,4.032897998384833
2020-05-21,OP10002440,OP10002466,-8741.62097026889,-10000,0.01590000092983246,0.01590000092983246,0.03269999846816063,0.03269999846816063,-0.0,-0.0,-43.30527934849201
2020-05-22,OP10002440,OP10002466,-8741.62097026889,-10000,0.0017999999690800905,0.0017999999690800905,0.09380000084638596,0.09380000084638596,-0.0,-0.0,-487.7431597029289
2020-05-25,OP10002440,OP10002466,-174748.74798940623,-10000,0.0010000000474974513,0.0010000000474974513,0.08420000225305557,0.08420000225305557,-0.0,-0.0,102.9932820240241
2020-05-26,OP10002440,OP10002466,-174748.74798940623,-10000,0.0010999999940395355,0.0010999999940395355,0.0430000014603138,0.0430000014603138,-0.0,-0.0,394.525142470181
2020-07-02,OP10002565,OP10002568,-10993.108966627295,-10000,0.05999999865889549,0.0010999999940395355,0.10769999772310257,0.0430000014603138,647.4941034569637,646.9999626278877,-217.06874671492625
2020-07-03,OP10002565,OP10002568,-10993.108966627295,-10000,0.11490000039339066,0.11490000039339066,0.06650000065565109,0.06650000065565109,-0.0,-0.0,-191.52173066081798
2020-07-06,OP10002565,OP10002568,-10993.108966627295,-10000,0.40860000252723694,0.40860000252723694,0.024399999529123306,0.024399999529123306,-0.0,-0.0,-2807.6761156907633
